Timestamp,Put in your MTurk ID to consent.,undocumented,female,hispanic,white,What is your date of birth? Give month and year only,abc,birthyear,What is your annual income (as you would report it in the Census)? ,income,What is the highest degree or level of school you have completed? ,educ,In which US State do you live?,region0,regionx,born_in_usa,born_usa,"if you are really paying attention, click strongly agree.",attention,Do you think the number of illegal immigrants to America nowadays should be... ,letin,"In the long run, do you think that people who are illegally immigrating to the United States today will make American society better, will make American society worse, or do you think that today's illegal immigrants won't affect American society one way or another? ",immimp,"Now I'm going to read you a series of statements and would like to get your reaction to them. After I read each statement, please tell me if you strongly agree, agree, neither agree nor disagree, disagree, or strongly disagree with the statement:                                                              “Illegal immigrants are getting too demanding in their push for equal rights.”"," “The Irish, Italians, Jews, and many other minorities overcame prejudice and worked their way up. Today's illegal immigrants should do the same without any special favors.”",“English will be threatened if other languages are frequently used in large illegal immigrant communities in the U.S.”,immrights,immfavor,immlang,immigrant_crimes,immigrant_ideas,immigrant_jobs,immigrant_growth,immigrant_united,immcrime,immideas,immjob,immgrowth,immunit,"“Recently, there have been several investigative reports regarding the condition of illegal immigrants being held in detention centers around the United States. The reports indicate that some detainees are held for long periods of time under inhumane conditions, lacking sufficient nutrition, proper sanitary facilities, access to legal counseling, or even contact with family members. The reports also discuss cases of medical negligence concerning the treatment of detainees with serious health problems. In one case, a detainee told authorities he was suffering from severe chest pain, profound shortness of breath, and dizziness, and asked for immediate medical attention. However, these situations require supervised transportation to a hospital several miles away from the detention center. In response, detention center officials denied the detainee this medical service because they considered him to be a flight risk. The officials said they had a reasonable cause to deny medical attention outside the facility. The detainee, on the other hand, said that the denial of medical attention was unwarranted and that his health was continuing to deteriorate.” Do you think the government should transport this illegal migrant to the hospital, at the risk of enabling him to escape? ",transport,With which U.S. party do you identify with?,party,media,"How much do you identify as conservative, moderate, or liberal?",polview,"“It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.” Do you agree strongly, agree somewhat, disagree somewhat, or disagree strongly with this statement?""",auth,"""white people""","""Latino people"" ",ethnocentrism, Question Is there anything else you would like to tell us about this survey? 
2019/08/08 3:01:22 AM GMT+8,A6BMCESBGCTRE,1,0,0,1,Aug-93,1993,1993,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,NY,northeast,0,Yes,1,Strongly disagree,0,Remain the same as it is.,0,Worse,-1,Neither disagree nor agree,Neither agree nor disagree,Agree,0,0,1,Somewhat likely,Not too likely,Not too likely,Somewhat likely,Somewhat likely,1,-1,-1,1,1,Yes,1,Democrat,-1,5,Moderate,0,Disagree,-1,7,8,-1,
2019/08/08 3:05:59 AM GMT+8,AAE1COF4E8740,1,0,0,1,12 1993,1993,1993,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,FL,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Not too likely,Not too likely,-2,2,-2,-1,-1,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,10,10,0,No
2019/08/08 3:22:54 AM GMT+8,A2CJYS92WX7HN6,1,1,0,1,May-91,1991,1991,"$25,001-50,000",37500,Regular high school diploma,18,Indiana,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Somewhat likely,Very likely,Not too likely,Very likely,2,1,2,-1,2,No,0,Republican,1,5,Conservative,2,Agree,1,8,5,3,no
2019/08/08 3:27:26 AM GMT+8,A748N8WFG2HR4,1,1,0,1,Jan-76,1976,1976,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,Kentucky,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Don't know,0,Disagree,Neither agree nor disagree,Strongly agree,-1,0,2,Not too likely,Somewhat likely,Not likely at all,Don't know,Not likely at all,-1,1,-2,0,-2,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,6,6,0,Nope
2019/08/08 3:33:04 AM GMT+8,A9HQ3E0F2AGVO,1,1,0,1,Sep-87,1987,1987,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,IL,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not likely at all,Somewhat likely,Not likely at all,-1,2,-2,1,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,5,8,-3,
2019/08/08 3:37:50 AM GMT+8,A2IE9322Z6HYC7,1,1,1,0,May-86,1986,1986,"$50,001-75,000",62500,Regular high school diploma,18,Nevada,west,3,No,0,Strongly agree,1,Reduced a lot.,-2,Better,1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Very likely,Not too likely,Very likely,Not likely at all,-1,2,-1,2,-2,Yes,1,Democrat,-1,2,Extremely liberal,-3,Disagree,-1,7,6,1,I would've liked to see a question regarding DACA recipients. It seems most Americans feel favorable towards this group of individuals
2019/08/08 3:49:49 AM GMT+8,A1PEUJ23G02GUZ,1,1,0,1,Dec-84,1984,1984,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,IN,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Disagree,Disagree,-2,-1,-1,Not too likely,Very likely,Not likely at all,Somewhat likely,Not too likely,-1,2,-2,1,-1,Yes,1,Republican,1,4,Moderate,0,Agree,1,10,10,0,No
2019/08/08 3:58:09 AM GMT+8,A2JTSH1VPJQ8FR,1,0,0,0,Apr-94,1994,1994,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,New York,northeast,0,Yes,1,Agree,0,Reduced a lot.,-2,Worse,-1,Agree,Agree,Neither agree nor disagree,1,1,0,Somewhat likely,Not too likely,Somewhat likely,Don't know,Don't know,1,-1,1,0,0,No,0,Independent,0,4,Moderate,0,Agree,1,7,5,2,
2019/08/08 11:02:02 AM GMT+8,A2GUS23FYGLPGW,1,0,0,1,Jun-95,1995,1995,"$75,001-100,000",87500,"Associate’s degree (for example: AA, AS)",14,PA,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Somewhat likely,Not too likely,Somewhat likely,Not at all likely,Not too likely,1,-1,1,-2,-1,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,5,5,0,
2019/08/08 11:02:42 AM GMT+8,A1CY7IOJ9YH136,1,1,0,1,Feb-69,1969,1969,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Indiana,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,-2,1,-2,1,-1,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree,-1,3,7,-4,No
2019/08/08 11:03:02 AM GMT+8,AKNV05F5X5YAC,1,0,0,1,Sep-95,1995,1995,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Missouri,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not likely at all,Somewhat likely,Not likely at all,-1,2,-2,1,-2,Yes,1,Democrat,-1,2,Liberal,-2,Disagree strongly,-2,6,7,-1,
2019/08/08 11:03:04 AM GMT+8,A1HNR6OIRFCEHS,1,0,1,1,1993,1993,1993,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,OREGON,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly agree,Agree,Agree,2,1,1,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,1,1,2,1,1,Yes,1,Democrat,-1,5,Moderate,0,Agree,1,7,7,0,NONE
2019/08/08 11:03:32 AM GMT+8,A35J0Z5315SEBK,1,0,0,1,May-99,1999,1999,"$75,001-100,000",87500,"Associate’s degree (for example: AA, AS)",14,NY,northeast,0,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Strongly agree,Strongly agree,Strongly disagree,2,2,-2,Somewhat likely,Not likely at all,Very likely,Not at all likely,Not too likely,1,-2,2,-2,-1,Yes,1,Independent,0,3,Moderate,0,Disagree strongly,-2,8,5,3,
2019/08/08 11:03:43 AM GMT+8,A2VFEDAK5C1E1O,1,0,0,1,1980,1980,1980,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,Michigan,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Democrat,-1,4,Moderate,0,Agree,1,10,10,0,
2019/08/08 11:03:48 AM GMT+8,AEOFJWOEXF94U,1,0,0,0,Dec-96,1996,1996,"$75,001-100,000",87500,GED or alternative credential,13,la,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Not likely at all,Somewhat likely,Not likely at all,Very likely,Not likely at all,-2,1,-2,2,-2,Yes,1,Independent,0,4,Moderate,0,Disagree,-1,10,10,0,no
2019/08/08 11:04:02 AM GMT+8,A1ZT30BGR3266K,1,1,0,1,Nov-84,1984,1984,"$50,001-75,000",62500,"Associate’s degree (for example: AA, AS)",14,Missouri,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Neither agree nor disagree,-1,0,0,Not too likely,Very likely,Not too likely,Somewhat likely,Not too likely,-1,2,-1,1,-1,Yes,1,Democrat,-1,1,Slightly liberal,-1,Disagree,-1,8,4,4,Not really
2019/08/08 11:04:15 AM GMT+8,A1K4KR1GQYCIWA,1,1,0,0,Mar-68,1968,1968,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,California,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Strongly disagree,Neither agree nor disagree,0,-2,0,Very likely,Somewhat likely,Very likely,Somewhat likely,Don't know,2,1,2,1,0,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree,-1,3,6,-3,
2019/08/08 11:04:17 AM GMT+8,A2AYD8G2NV0RNQ,1,0,0,0,Apr-68,1968,1968,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Ohio,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Worse,-1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,-1,1,-1,1,-1,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,10,10,0,no
2019/08/08 11:04:46 AM GMT+8,A1F1TBDHPYAAXT,1,0,0,1,Jun-49,1949,1949,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,TX,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Agree,2,2,1,Somewhat likely,Not too likely,Very likely,Not at all likely,Somewhat likely,1,-1,2,-2,1,No,0,Independent,0,4,Moderate,0,Disagree,-1,7,7,0,Please note I am in favor for LEGAL Immigration. Just against ILLEGAL Immigration!
2019/08/08 11:06:31 AM GMT+8,A1FYWSPNO7KN1O,1,0,0,1,May-80,1980,1980,"$0-25,000",12500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Illinois,midwest,2,Yes,1,Strongly disagree,0,Reduced a lot.,-2,Won’t affect American society one way or another,0,Strongly Disagree,Neither agree nor disagree,Strongly disagree,-2,0,-2,Not too likely,Somewhat likely,Not too likely,Not too likely,Somewhat likely,-1,1,-1,-1,1,Yes,1,Democrat,-1,2,Extremely liberal,-3,Disagree,-1,5,5,0,No
2019/08/08 11:06:48 AM GMT+8,A20NITCOBY4775,1,1,0,1,Oct-57,1957,1957,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,Oregon,west,3,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,3,Liberal,-2,Disagree strongly,-2,10,10,0,no
2019/08/08 11:09:29 AM GMT+8,A2VAOQ8P5M2Y8D,1,1,1,1,Oct-87,1987,1987,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Agree,0,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,,10,-10,
2019/08/08 11:09:38 AM GMT+8,A14JGIN4ZXXLGD,1,1,0,0,Feb-82,1982,1982,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Ohio,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Agree,Strongly agree,Disagree,1,2,-1,Somewhat likely,Somewhat likely,Very likely,Not too likely,Somewhat likely,1,1,2,-1,1,Yes,1,Independent,0,4,Moderate,0,Disagree strongly,-2,6,5,1,"I think that the immigration situation could be handled better, like the us not destroying others people's countries in central and south america. I think that many undocumented immigrants feel the right to come to the USA because of what the USA has done to their countries."
2019/08/08 11:11:11 AM GMT+8,A3P86OK72F8M99,1,1,0,1,Aug-87,1987,1987,"$50,001-75,000",62500,"Associate’s degree (for example: AA, AS)",14,SC,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Don't know,0,Agree,Neither agree nor disagree,Disagree,1,0,-1,Somewhat likely,Somewhat likely,Very likely,Not too likely,Somewhat likely,1,1,2,-1,1,Yes,1,Independent,0,4,Moderate,0,Agree,1,9,9,0,no
2019/08/08 11:11:26 AM GMT+8,A1FHKK0RU69RU,1,1,0,1,Sep-61,1961,1961,"$25,001-50,000",37500,Regular high school diploma,18,Ohio,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Strongly agree,Neither agree nor disagree,0,2,0,Not too likely,Somewhat likely,Very likely,Don't know,Somewhat likely,-1,1,2,0,1,Yes,1,Republican,1,7,Conservative,2,Agree,1,6,6,0,nothing comes to mind
2019/08/08 11:13:59 AM GMT+8,A3ANJRMHMVC97K,1,1,0,1,Mar-91,1991,1991,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,WA,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Don't know,0,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Somewhat likely,Somewhat likely,Not too likely,Not too likely,Somewhat likely,1,1,-1,-1,1,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree strongly,-2,6,6,0,
2019/08/08 11:14:08 AM GMT+8,A83OOIGU4606R,1,1,0,1,Jun-81,1981,1981,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,WV,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Not too likely,-1,1,-1,1,-1,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,5,7,-2,No comments.
2019/08/08 11:18:57 AM GMT+8,A136K9Y7E4C3G,1,1,0,1,May-66,1966,1966,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Arkansas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Disagree,1,2,-1,Somewhat likely,Somewhat likely,Not too likely,Not at all likely,Somewhat likely,1,1,-1,-2,1,Yes,1,Republican,1,7,Conservative,2,Disagree,-1,10,10,0,I have no issues with anyone. I just think the laws we have should be followed and enforced.
2019/08/08 11:19:55 AM GMT+8,A2VQ1WGHLLLNJ1,1,0,0,1,Oct-90,1990,1990,"$0-25,000",12500,Regular high school diploma,18,MICHIGAN,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Not too likely,Not too likely,Not too likely,Not too likely,Don't know,-1,-1,-1,-1,0,Yes,1,Independent,0,4,Moderate,0,Disagree strongly,-2,5,5,0,thank you
2019/08/08 11:21:52 AM GMT+8,A1ZR710QUGFM2Z,1,1,0,1,Oct-97,1997,1997,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Florida,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Strongly Disagree,Neither agree nor disagree,Strongly disagree,-2,0,-2,Not too likely,Very likely,Not too likely,Somewhat likely,Not likely at all,-1,2,-1,1,-2,Yes,1,Democrat,-1,2,Liberal,-2,Agree,1,7,8,-1,No
2019/08/08 11:25:15 AM GMT+8,AOFDUROJ8XRZT,1,1,0,0,Sep-88,1988,1988,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,California,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not too likely,Very likely,Not too likely,Somewhat likely,Somewhat likely,-1,2,-1,1,1,Yes,1,Democrat,-1,1,Liberal,-2,Disagree,-1,6,6,0,
2019/08/08 11:29:44 AM GMT+8,A1Z8AOIDT5IV43,1,0,0,1,Jul-88,1988,1988,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,TX,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Strongly agree,Neither agree nor disagree,0,2,0,Somewhat likely,Not likely at all,Not too likely,Somewhat likely,Somewhat likely,1,-2,-1,1,1,No,0,Republican,1,4,Conservative,2,Disagree,-1,6,6,0,no
2019/08/08 11:29:46 AM GMT+8,A2NGMLBFZ3YQP5,1,1,0,0,Dec-59,1959,1959,"$25,001-50,000",37500,"Professional degree beyond a bachelor’s degree (for example MD, DDS, DVM, LLB, JD)",19,NY,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Democrat,-1,2,Extremely liberal,-3,Disagree strongly,-2,3,6,-3,nope
2019/08/08 11:32:40 AM GMT+8,A37EV8RZ82WT8E,1,0,0,1,Jul-89,1989,1989,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,Washington,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Neither agree nor disagree,Strongly agree,2,0,2,Very likely,Not likely at all,Very likely,Not at all likely,Very likely,2,-2,2,-2,2,No,0,Republican,1,7,Conservative,2,Disagree,-1,7,6,1,"While the situation at the border is not ideal, resources are finite and we can't have the world using America like the global hospital and just showing up at the border sick and in mass, illegally crossing, then expecting everything to be paid for by Americans. There are homeless veterans and 30 million people without healthcare so lets get their needs met first before spending THEIR own money on the rest of the world."
2019/08/08 11:33:45 AM GMT+8,A248LF7KKHXZ14,1,1,0,1,Sep-73,1973,1973,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,tn,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Disagree,Agree,Disagree,-1,1,-1,Not too likely,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-1,1,-2,1,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,6,6,0,no
2019/08/08 11:38:43 AM GMT+8,A2SO6K35NMGBB7,1,0,0,1,Aug-90,1990,1990,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,illinois,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Agree,Strongly agree,Agree,1,2,1,Somewhat likely,Somewhat likely,Somewhat likely,Not at all likely,Somewhat likely,1,1,1,-2,1,Yes,1,Republican,1,7,Extremely conservative,3,Agree,1,8,5,3,no
2019/08/08 11:38:49 AM GMT+8,A272X64FOZFYLB,1,0,0,1,Mar-94,1994,1994,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Maryland,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Neither agree nor disagree,Strongly disagree,-2,0,-2,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Not likely at all,-1,1,-1,1,-2,Yes,1,Democrat,-1,1,Liberal,-2,Disagree,-1,8,7,1,
2019/08/08 11:42:23 AM GMT+8,A3MD34XEB4H6JF,1,1,0,0,1967,1967,1967,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,CA,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Somewhat likely,Not too likely,Somewhat likely,Somewhat likely,-1,1,-1,1,1,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,6,6,0,I just feel bad for the people who are trying to escape life and death matters. It seems unfair not to share with them.
2019/08/08 11:43:38 AM GMT+8,A3PRZRK9IC5CBI,1,0,0,1,Aug-74,1974,1974,"$25,001-50,000",37500,Regular high school diploma,18,California,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Somewhat likely,Not too likely,Somewhat likely,Not at all likely,Very likely,1,-1,1,-2,2,No,0,Republican,1,7,Extremely conservative,3,Agree,1,10,6,4,No
2019/08/08 11:53:30 AM GMT+8,A2GAVM7Q923ZY1,1,1,1,0,,,,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Virginia,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Worse,-1,Agree,Neither agree nor disagree,Neither agree nor disagree,1,0,0,Somewhat likely,Somewhat likely,Don't know,Very likely,Somewhat likely,1,1,0,2,1,Yes,1,Republican,1,6,Moderate,0,Agree,1,9,8,1,its the survey was very feeling of one
2019/08/08 11:57:43 AM GMT+8,A1Y9VA9FKJLS5K,1,0,1,1,Jul-87,1987,1987,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Texas,south,1,No,0,Strongly agree,1,Reduced a little.,-1,Don't know,0,Disagree,Agree,Strongly disagree,-1,1,-2,Not too likely,Somewhat likely,Not likely at all,Not at all likely,Not likely at all,-1,1,-2,-2,-2,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree,-1,7,7,0,Nothing
2019/08/08 12:21:00 PM GMT+8,AOIR8V07FYMH5,1,0,0,1,01 1987,1987,1987,"$50,001-75,000",62500,GED or alternative credential,13,Illinois,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Don't know,0,Strongly agree,Strongly agree,Strongly disagree,2,2,-2,Not likely at all,Very likely,Not too likely,Somewhat likely,Not likely at all,-2,2,-1,1,-2,No,0,Republican,1,5,Slightly conservative,1,Disagree,-1,10,10,0,no
2019/08/08 12:38:41 PM GMT+8,A4J4GGMKJ68L0,1,0,0,1,Dec-95,1995,1995,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,Virginia,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Not likely at all,Very likely,Not at all likely,Very likely,2,-2,2,-2,2,No,0,Republican,1,7,Extremely conservative,3,Disagree strongly,-2,10,1,9,no
2019/08/08 12:57:24 PM GMT+8,AKJ22H1NTVIQX,1,0,0,1,,1900,1900,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,Wisconsin,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Strongly disagree,-1,-1,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Don't know,-2,2,-2,1,0,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree,-1,10,10,0,none
2019/08/08 12:57:45 PM GMT+8,A2QIBANJO8H4NJ,1,1,1,1,1996,1905,1905,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,USA,,,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Strongly agree,Strongly agree,Agree,2,2,1,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,1,1,1,1,2,Yes,1,Republican,1,7,Slightly conservative,1,Agree,1,10,9,1,YES I LIKE IT THIS SURVEY
2019/08/08 1:02:51 PM GMT+8,A3GLMBZSG3VU4P,1,1,0,0,Feb-93,1993,1993,"100,001-125,000",112500,"Professional degree beyond a bachelor’s degree (for example MD, DDS, DVM, LLB, JD)",19,RI,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Don't know,0,Agree,Disagree,Strongly disagree,1,-1,-2,Somewhat likely,Somewhat likely,Not too likely,Very likely,Not too likely,1,1,-1,2,-1,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree,-1,6,4,2,
2019/08/08 1:03:10 PM GMT+8,A149ROBL26JWPJ,1,0,0,1,Jan-90,1990,1990,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,MA,northeast,0,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Strongly agree,Agree,Neither agree nor disagree,2,1,0,Somewhat likely,Not too likely,Somewhat likely,Not too likely,Somewhat likely,1,-1,1,-1,1,Yes,1,Republican,1,5,Slightly conservative,1,Disagree,-1,8,7,1,
